#           var1             var2            omega           -gamma      Re(dBy/dBz)      Im(dBy/dBz)       Re(dn/dBz)       Im(dn/dBz)
  2.75135681e-01   0.00000000e+00   2.28884438e+00  -4.55597840e-04   8.93691889e-02  -8.40996936e+00  -4.53824781e+00   2.21804480e-02
  2.80427224e-01   0.00000000e+00   2.29086067e+00  -4.67990348e-04   8.68142209e-02  -8.26154086e+00  -4.53814622e+00   2.19789118e-02
  2.85820538e-01   0.00000000e+00   2.29295274e+00  -4.80514246e-04   8.43001283e-02  -8.11609733e+00  -4.53804366e+00   2.17715674e-02
  2.91317577e-01   0.00000000e+00   2.29512334e+00  -4.93154331e-04   8.18264352e-02  -7.97358526e+00  -4.53794033e+00   2.15583262e-02
  2.96920339e-01   0.00000000e+00   2.29737533e+00  -5.05893939e-04   7.93926963e-02  -7.83395220e+00  -4.53783644e+00   2.13391045e-02
  3.02630856e-01   0.00000000e+00   2.29971166e+00  -5.18714889e-04   7.69984969e-02  -7.69714669e+00  -4.53773222e+00   2.11138242e-02
  3.08451200e-01   0.00000000e+00   2.30213536e+00  -5.31597429e-04   7.46434526e-02  -7.56311826e+00  -4.53762796e+00   2.08824132e-02
  3.14383484e-01   0.00000000e+00   2.30464960e+00  -5.44520185e-04   7.23272096e-02  -7.43181741e+00  -4.53752395e+00   2.06448064e-02
  3.20429860e-01   0.00000000e+00   2.30725761e+00  -5.57460111e-04   7.00494442e-02  -7.30319559e+00  -4.53742052e+00   2.04009462e-02
  3.26592524e-01   0.00000000e+00   2.30996277e+00  -5.70392451e-04   6.78098629e-02  -7.17720519e+00  -4.53731805e+00   2.01507832e-02
  3.32873710e-01   0.00000000e+00   2.31276854e+00  -5.83290700e-04   6.56082021e-02  -7.05379948e+00  -4.53721695e+00   1.98942772e-02
  3.39275700e-01   0.00000000e+00   2.31567851e+00  -5.96126578e-04   6.34442277e-02  -6.93293265e+00  -4.53711767e+00   1.96313974e-02
  3.45800815e-01   0.00000000e+00   2.31869638e+00  -6.08870013e-04   6.13177349e-02  -6.81455977e+00  -4.53702072e+00   1.93621239e-02
  3.52451425e-01   0.00000000e+00   2.32182598e+00  -6.21489127e-04   5.92285477e-02  -6.69863673e+00  -4.53692665e+00   1.90864482e-02
  3.59229943e-01   0.00000000e+00   2.32507124e+00  -6.33950238e-04   5.71765183e-02  -6.58512030e+00  -4.53683606e+00   1.88043740e-02
  3.66138828e-01   0.00000000e+00   2.32843625e+00  -6.46217878e-04   5.51615270e-02  -6.47396804e+00  -4.53674963e+00   1.85159183e-02
  3.73180589e-01   0.00000000e+00   2.33192521e+00  -6.58254814e-04   5.31834806e-02  -6.36513834e+00  -4.53666807e+00   1.82211119e-02
  3.80357780e-01   0.00000000e+00   2.33554245e+00  -6.70022096e-04   5.12423125e-02  -6.25859036e+00  -4.53659220e+00   1.79200009e-02
  3.87673006e-01   0.00000000e+00   2.33929244e+00  -6.81479109e-04   4.93379812e-02  -6.15428404e+00  -4.53652288e+00   1.76126469e-02
  3.95128922e-01   0.00000000e+00   2.34317979e+00  -6.92583658e-04   4.74704697e-02  -6.05218008e+00  -4.53646106e+00   1.72991286e-02
  4.02728234e-01   0.00000000e+00   2.34720926e+00  -7.03292055e-04   4.56397841e-02  -5.95223991e+00  -4.53640778e+00   1.69795421e-02
  4.10473700e-01   0.00000000e+00   2.35138575e+00  -7.13559244e-04   4.38459524e-02  -5.85442570e+00  -4.53636418e+00   1.66540022e-02
  4.18368130e-01   0.00000000e+00   2.35571430e+00  -7.23338931e-04   4.20890231e-02  -5.75870032e+00  -4.53633148e+00   1.63226431e-02
  4.26414390e-01   0.00000000e+00   2.36020013e+00  -7.32583752e-04   4.03690637e-02  -5.66502734e+00  -4.53631102e+00   1.59856193e-02
  4.34615400e-01   0.00000000e+00   2.36484858e+00  -7.41245458e-04   3.86861591e-02  -5.57337102e+00  -4.53630424e+00   1.56431065e-02
  4.42974135e-01   0.00000000e+00   2.36966519e+00  -7.49275123e-04   3.70404095e-02  -5.48369628e+00  -4.53631271e+00   1.52953020e-02
  4.51493630e-01   0.00000000e+00   2.37465562e+00  -7.56623387e-04   3.54319287e-02  -5.39596871e+00  -4.53633815e+00   1.49424259e-02
  4.60176975e-01   0.00000000e+00   2.37982573e+00  -7.63240714e-04   3.38608419e-02  -5.31015452e+00  -4.53638239e+00   1.45847215e-02
  4.69027323e-01   0.00000000e+00   2.38518154e+00  -7.69077689e-04   3.23272830e-02  -5.22622057e+00  -4.53644741e+00   1.42224558e-02
  4.78047885e-01   0.00000000e+00   2.39072923e+00  -7.74085334e-04   3.08313931e-02  -5.14413434e+00  -4.53653539e+00   1.38559201e-02
  4.87241935e-01   0.00000000e+00   2.39647517e+00  -7.78215453e-04   2.93733169e-02  -5.06386392e+00  -4.53664863e+00   1.34854305e-02
  4.96612810e-01   0.00000000e+00   2.40242591e+00  -7.81421005e-04   2.79532006e-02  -4.98537799e+00  -4.53678964e+00   1.31113279e-02
  5.06163909e-01   0.00000000e+00   2.40858817e+00  -7.83656500e-04   2.65711886e-02  -4.90864582e+00  -4.53696113e+00   1.27339781e-02
  5.15898700e-01   0.00000000e+00   2.41496886e+00  -7.84878415e-04   2.52274209e-02  -4.83363727e+00  -4.53716601e+00   1.23537721e-02
  5.25820716e-01   0.00000000e+00   2.42157509e+00  -7.85045639e-04   2.39220296e-02  -4.76032277e+00  -4.53740740e+00   1.19711259e-02
  5.35933556e-01   0.00000000e+00   2.42841415e+00  -7.84119932e-04   2.26551358e-02  -4.68867328e+00  -4.53768867e+00   1.15864797e-02
  5.46240892e-01   0.00000000e+00   2.43549351e+00  -7.82066393e-04   2.14268463e-02  -4.61866036e+00  -4.53801344e+00   1.12002980e-02
  5.56746463e-01   0.00000000e+00   2.44282086e+00  -7.78853951e-04   2.02372499e-02  -4.55025609e+00  -4.53838559e+00   1.08130684e-02
  5.67454082e-01   0.00000000e+00   2.45040406e+00  -7.74455854e-04   1.90864141e-02  -4.48343309e+00  -4.53880930e+00   1.04253011e-02
  5.78367636e-01   0.00000000e+00   2.45825119e+00  -7.68850158e-04   1.79743816e-02  -4.41816452e+00  -4.53928903e+00   1.00375271e-02
  5.89491084e-01   0.00000000e+00   2.46637053e+00  -7.62020219e-04   1.69011665e-02  -4.35442409e+00  -4.53982957e+00   9.65029745e-03
  6.00828464e-01   0.00000000e+00   2.47477055e+00  -7.53955162e-04   1.58667507e-02  -4.29218600e+00  -4.54043605e+00   9.26418138e-03
  6.12383890e-01   0.00000000e+00   2.48345991e+00  -7.44650344e-04   1.48710807e-02  -4.23142500e+00  -4.54111396e+00   8.87976430e-03
  6.24161555e-01   0.00000000e+00   2.49244750e+00  -7.34107776e-04   1.39140639e-02  -4.17211635e+00  -4.54186917e+00   8.49764573e-03
  6.36165735e-01   0.00000000e+00   2.50174240e+00  -7.22336523e-04   1.29955652e-02  -4.11423582e+00  -4.54270796e+00   8.11843694e-03
  6.48400784e-01   0.00000000e+00   2.51135388e+00  -7.09353052e-04   1.21154037e-02  -4.05775972e+00  -4.54363702e+00   7.74275821e-03
  6.60871144e-01   0.00000000e+00   2.52129141e+00  -6.95181526e-04   1.12733500e-02  -4.00266484e+00  -4.54466352e+00   7.37123592e-03
  6.73581340e-01   0.00000000e+00   2.53156467e+00  -6.79854043e-04   1.04691229e-02  -3.94892853e+00  -4.54579509e+00   7.00449939e-03
  6.86535985e-01   0.00000000e+00   2.54218351e+00  -6.63410798e-04   9.70238721e-03  -3.89652861e+00  -4.54703987e+00   6.64317743e-03
  6.99739780e-01   0.00000000e+00   2.55315799e+00  -6.45900163e-04   8.97275128e-03  -3.84544347e+00  -4.54840655e+00   6.28789472e-03
  7.13197516e-01   0.00000000e+00   2.56449833e+00  -6.27378682e-04   8.27976504e-03  -3.79565199e+00  -4.54990435e+00   5.93926792e-03
  7.26914079e-01   0.00000000e+00   2.57621494e+00  -6.07910968e-04   7.62291850e-03  -3.74713357e+00  -4.55154314e+00   5.59790167e-03
  7.40894445e-01   0.00000000e+00   2.58831837e+00  -5.87569492e-04   7.00164064e-03  -3.69986817e+00  -4.55333338e+00   5.26438442e-03
  7.55143688e-01   0.00000000e+00   2.60081935e+00  -5.66434266e-04   6.41529868e-03  -3.65383625e+00  -4.55528622e+00   4.93928409e-03
  7.69666979e-01   0.00000000e+00   2.61372875e+00  -5.44592408e-04   5.86319798e-03  -3.60901884e+00  -4.55741352e+00   4.62314372e-03
  7.84469590e-01   0.00000000e+00   2.62705754e+00  -5.22137592e-04   5.34458235e-03  -3.56539749e+00  -4.55972788e+00   4.31647712e-03
  7.99556892e-01   0.00000000e+00   2.64081683e+00  -4.99169379e-04   4.85863500e-03  -3.52295433e+00  -4.56224270e+00   4.01976443e-03
  8.14934360e-01   0.00000000e+00   2.65501780e+00  -4.75792430e-04   4.40448008e-03  -3.48167201e+00  -4.56497220e+00   3.73344793e-03
  8.30607574e-01   0.00000000e+00   2.66967171e+00  -4.52115608e-04   3.98118475e-03  -3.44153379e+00  -4.56793151e+00   3.45792781e-03
  8.46582224e-01   0.00000000e+00   2.68478985e+00  -4.28250980e-04   3.58776190e-03  -3.40252348e+00  -4.57113668e+00   3.19355836e-03
  8.62864106e-01   0.00000000e+00   2.70038351e+00  -4.04312709e-04   3.22317356e-03  -3.36462548e+00  -4.57460477e+00   2.94064422e-03
  8.79459130e-01   0.00000000e+00   2.71646399e+00  -3.80415885e-04   2.88633474e-03  -3.32782478e+00  -4.57835391e+00   2.69943720e-03
  8.96373316e-01   0.00000000e+00   2.73304249e+00  -3.56675270e-04   2.57611803e-03  -3.29210699e+00  -4.58240332e+00   2.47013336e-03
  9.13612805e-01   0.00000000e+00   2.75013012e+00  -3.33204009e-04   2.29135867e-03  -3.25745831e+00  -4.58677346e+00   2.25287063e-03
  9.31183852e-01   0.00000000e+00   2.76773783e+00  -3.10112309e-04   2.03086014e-03  -3.22386557e+00  -4.59148602e+00   2.04772708e-03
  9.49092834e-01   0.00000000e+00   2.78587633e+00  -2.87506121e-04   1.79340022e-03  -3.19131625e+00  -4.59656409e+00   1.85471963e-03
  9.67346250e-01   0.00000000e+00   2.80455609e+00  -2.65485843e-04   1.57773748e-03  -3.15979847e+00  -4.60203219e+00   1.67380363e-03
  9.85950724e-01   0.00000000e+00   2.82378720e+00  -2.44145082e-04   1.38261809e-03  -3.12930100e+00  -4.60791642e+00   1.50487302e-03
  1.00491301e+00   0.00000000e+00   2.84357932e+00  -2.23569488e-04   1.20678284e-03  -3.09981331e+00  -4.61424455e+00   1.34776129e-03
  1.02423999e+00   0.00000000e+00   2.86394158e+00  -2.03835708e-04   1.04897436e-03  -3.07132554e+00  -4.62104613e+00   1.20224327e-03
  1.04393867e+00   0.00000000e+00   2.88488249e+00  -1.85010467e-04   9.07944378e-04  -3.04382855e+00  -4.62835267e+00   1.06803756e-03
  1.06401621e+00   0.00000000e+00   2.90640979e+00  -1.67149821e-04   7.82460890e-04  -3.01731392e+00  -4.63619777e+00   9.44809926e-04
  1.08447988e+00   0.00000000e+00   2.92853036e+00  -1.50298581e-04   6.71315212e-04  -2.99177400e+00  -4.64461732e+00   8.32177201e-04
  1.10533713e+00   0.00000000e+00   2.95125004e+00  -1.34489954e-04   5.73328720e-04  -2.96720189e+00  -4.65364966e+00   7.29712060e-04
  1.12659551e+00   0.00000000e+00   2.97457349e+00  -1.19745388e-04   4.87359210e-04  -2.94359154e+00  -4.66333583e+00   6.36948294e-04
  1.14826275e+00   0.00000000e+00   2.99850397e+00  -1.06074645e-04   4.12306760e-04  -2.92093771e+00  -4.67371981e+00   5.53386651e-04
  1.17034670e+00   0.00000000e+00   3.02304314e+00  -9.34760934e-05   3.47118998e-04  -2.89923608e+00  -4.68484881e+00   4.78501081e-04
  1.19285537e+00   0.00000000e+00   3.04819084e+00  -8.19372241e-05   2.90795690e-04  -2.87848324e+00  -4.69677359e+00   4.11745275e-04
  1.21579695e+00   0.00000000e+00   3.07394476e+00  -7.14353626e-05   2.42392576e-04  -2.85867683e+00  -4.70954883e+00   3.52559369e-04
  1.23917975e+00   0.00000000e+00   3.10030017e+00  -6.19385712e-05   2.01024398e-04  -2.83981555e+00  -4.72323355e+00   3.00376671e-04
  1.26301226e+00   0.00000000e+00   3.12724955e+00  -5.34067063e-05   1.65867075e-04  -2.82189931e+00  -4.73789161e+00   2.54630255e-04
  1.28730313e+00   0.00000000e+00   3.15478215e+00  -4.57926019e-05   1.36159032e-04  -2.80492930e+00  -4.75359227e+00   2.14759299e-04
  1.31206117e+00   0.00000000e+00   3.18288349e+00  -3.90433443e-05   1.11201663e-04  -2.78890819e+00  -4.77041086e+00   1.80215018e-04
  1.33729537e+00   0.00000000e+00   3.21153484e+00  -3.31016001e-05   9.03589721e-05  -2.77384029e+00  -4.78842955e+00   1.50466076e-04
  1.36301489e+00   0.00000000e+00   3.24071248e+00  -2.79069724e-05   7.30564518e-05  -2.75973178e+00  -4.80773830e+00   1.25003343e-04
  1.38922905e+00   0.00000000e+00   3.27038694e+00  -2.33974250e-05   5.87793256e-05  -2.74659102e+00  -4.82843595e+00   1.03343868e-04
  1.41594738e+00   0.00000000e+00   3.30052195e+00  -1.95111224e-05   4.70705506e-05  -2.73442896e+00  -4.85063155e+00   8.50336273e-05
  1.44317957e+00   0.00000000e+00   3.33107329e+00  -1.61903659e-05   3.75300140e-05  -2.72325959e+00  -4.87444605e+00   6.96474696e-05
  1.47093551e+00   0.00000000e+00   3.36198718e+00  -1.33943636e-05   2.98201903e-05  -2.71310069e+00  -4.90001434e+00   5.67800192e-05
  1.49922525e+00   0.00000000e+00   3.39319831e+00  -1.11447390e-05   2.36961515e-05  -2.70397477e+00  -4.92748793e+00   4.60053871e-05
  1.52805909e+00   0.00000000e+00   3.42462707e+00  -9.67919717e-06   1.91146102e-05  -2.69591039e+00  -4.95703844e+00   3.67351911e-05
  1.55744746e+00   0.00000000e+00   3.45617579e+00  -9.92447158e-06   1.65706077e-05  -2.68894420e+00  -4.98886238e+00   2.77750460e-05
  1.58740105e+00   0.00000000e+00   3.48772337e+00  -1.48089486e-05   1.80171530e-05  -2.68312381e+00  -5.02318777e+00   1.60787352e-05
  1.61793072e+00   0.00000000e+00   3.51911793e+00  -3.25277056e-05   2.91025822e-05  -2.67851187e+00  -5.06028320e+00  -6.39532809e-06
  1.64904756e+00   0.00000000e+00   3.55016741e+00  -8.37634575e-05   6.39971003e-05  -2.67519106e+00  -5.10046954e+00  -5.97650935e-05
  1.68076284e+00   0.00000000e+00   3.58062991e+00  -2.15700220e-04   1.54509977e-04  -2.67326899e+00  -5.14413320e+00  -1.90306091e-04
  1.71308809e+00   0.00000000e+00   3.61020795e+00  -5.25353179e-04   3.64817870e-04  -2.67287986e+00  -5.19173691e+00  -4.94712026e-04
  1.74603504e+00   0.00000000e+00   3.63855461e+00  -1.19153625e-03   8.10922037e-04  -2.67417822e+00  -5.24382056e+00  -1.15516882e-03
  1.77961563e+00   0.00000000e+00   3.66529958e+00  -2.50785140e-03   1.67964530e-03  -2.67732017e+00  -5.30098288e+00  -2.47944212e-03
  1.81384207e+00   0.00000000e+00   3.69009694e+00  -4.90153541e-03   3.23778759e-03  -2.68243171e+00  -5.36383989e+00  -4.93215452e-03
  1.84872677e+00   0.00000000e+00   3.71268281e+00  -8.92269254e-03   5.82272775e-03  -2.68957224e+00  -5.43296797e+00  -9.14105839e-03
  1.88428238e+00   0.00000000e+00   3.73292059e+00  -1.52008086e-02   9.81389027e-03  -2.69870686e+00  -5.50885122e+00  -1.58716676e-02
  1.92052182e+00   0.00000000e+00   3.75081449e+00  -2.43835777e-02   1.55951216e-02  -2.70969772e+00  -5.59185250e+00  -2.59804559e-02
  1.95745823e+00   0.00000000e+00   3.76648883e+00  -3.70817497e-02   2.35221181e-02  -2.72231451e+00  -5.68221389e+00  -4.03671005e-02
  1.99510502e+00   0.00000000e+00   3.78014644e+00  -5.38367169e-02   3.39039089e-02  -2.73625491e+00  -5.78007668e+00  -5.99423889e-02
  2.03347585e+00   0.00000000e+00   3.79202360e+00  -7.51136309e-02   4.69989263e-02  -2.75116435e+00  -5.88550540e+00  -8.56166582e-02
  2.07258465e+00   0.00000000e+00   3.80235306e+00  -1.01313224e-01   6.30208540e-02  -2.76664785e+00  -5.99850275e+00  -1.18304178e-01
  2.11244561e+00   0.00000000e+00   3.81133904e+00  -1.32793457e-01   8.21485977e-02  -2.78227139e+00  -6.11900800e+00  -1.58935596e-01
  2.15307319e+00   0.00000000e+00   3.81914307e+00  -1.69894656e-01   1.04536248e-01  -2.79755208e+00  -6.24687404e+00  -2.08471414e-01
  2.19448215e+00   0.00000000e+00   3.82587768e+00  -2.12965347e-01   1.30320660e-01  -2.81193631e+00  -6.38181662e+00  -2.67911278e-01
  2.23668750e+00   0.00000000e+00   3.83160564e+00  -2.62389074e-01   1.59625238e-01  -2.82476293e+00  -6.52332375e+00  -3.38294777e-01
  2.27970456e+00   0.00000000e+00   3.83634311e+00  -3.18614977e-01   1.92558484e-01  -2.83520393e+00  -6.67050017e+00  -4.20688727e-01
  2.32354895e+00   0.00000000e+00   3.84006677e+00  -3.82197794e-01   2.29204525e-01  -2.84216778e+00  -6.82179800e+00  -5.16152612e-01
  2.36823658e+00   0.00000000e+00   3.84272613e+00  -4.53857639e-01   2.69599375e-01  -2.84413403e+00  -6.97453383e+00  -6.25665834e-01
  2.41378366e+00   0.00000000e+00   3.84426413e+00  -5.34578943e-01   3.13677759e-01  -2.83885319e+00  -7.12397864e+00  -7.49980094e-01
  2.46020672e+00   0.00000000e+00   3.84465172e+00  -6.25786665e-01   3.61151065e-01  -2.82275922e+00  -7.26152501e+00  -8.89303457e-01
  2.50752262e+00   0.00000000e+00   3.84394909e+00  -7.29677163e-01   4.11200739e-01  -2.78970718e+00  -7.37065649e+00  -1.04253965e+00
  2.55574852e+00   0.00000000e+00   3.84243454e+00  -8.49857211e-01   4.61584019e-01  -2.72792984e+00  -7.41700017e+00  -1.20509084e+00
  2.60490192e+00   0.00000000e+00   3.84100512e+00  -9.92471775e-01   5.05335762e-01  -2.61169143e+00  -7.32014643e+00  -1.36051838e+00
  2.65500066e+00   0.00000000e+00   3.84306342e+00  -1.16599562e+00   5.13723198e-01  -2.37845564e+00  -6.87015801e+00  -1.43368224e+00
  2.70606293e+00   0.00000000e+00   3.85321710e+00  -1.35496670e+00   3.72058186e-01  -1.95214049e+00  -5.74369974e+00  -1.07957191e+00
  2.75810725e+00   0.00000000e+00   3.83118238e+00  -1.49227121e+00   1.18598322e-01  -1.50466319e+00  -4.40020537e+00  -3.48485242e-01
  2.81115251e+00   0.00000000e+00   3.77188793e+00  -1.57415081e+00  -2.91359662e-02  -1.16892009e+00  -3.34971290e+00   7.91720308e-02
  2.86521797e+00   0.00000000e+00   3.70226187e+00  -1.62678584e+00  -9.44254237e-02  -9.36763521e-01  -2.61729617e+00   2.56766875e-01
  2.92032324e+00   0.00000000e+00   3.63129804e+00  -1.66528576e+00  -1.22368822e-01  -7.74320138e-01  -2.10563438e+00   3.22638850e-01
  2.97648832e+00   0.00000000e+00   3.56119222e+00  -1.69635111e+00  -1.33727708e-01  -6.56403563e-01  -1.73616599e+00   3.40647330e-01
  3.03373359e+00   0.00000000e+00   3.49248592e+00  -1.72310864e+00  -1.37390210e-01  -5.67611702e-01  -1.45992646e+00   3.37677097e-01
  3.09207983e+00   0.00000000e+00   3.42528740e+00  -1.74716062e+00  -1.37356095e-01  -4.98605570e-01  -1.24702944e+00   3.25514052e-01
  3.15154822e+00   0.00000000e+00   3.35958266e+00  -1.76939854e+00  -1.35534031e-01  -4.43545132e-01  -1.07873656e+00   3.09585005e-01
  3.21216033e+00   0.00000000e+00   3.29532435e+00  -1.79035236e+00  -1.32880686e-01  -3.98639165e-01  -9.42871120e-01   2.92479830e-01
  3.27393817e+00   0.00000000e+00   3.23245897e+00  -1.81035427e+00  -1.29893759e-01  -3.61336677e-01  -8.31238648e-01   2.75454283e-01
  3.33690414e+00   0.00000000e+00   3.17093523e+00  -1.82962165e+00  -1.26838890e-01  -3.29864493e-01  -7.38146308e-01   2.59109754e-01
  3.40108111e+00   0.00000000e+00   3.11070624e+00  -1.84830200e+00  -1.23859743e-01  -3.02953548e-01  -6.59525410e-01   2.43716519e-01
  3.46649236e+00   0.00000000e+00   3.05172962e+00  -1.86649851e+00  -1.21033661e-01  -2.79671123e-01  -5.92393771e-01   2.29373672e-01
  3.53316163e+00   0.00000000e+00   2.99396709e+00  -1.88428541e+00  -1.18400578e-01  -2.59314652e-01  -5.34515873e-01   2.16090527e-01
  3.60111312e+00   0.00000000e+00   2.93738381e+00  -1.90171751e+00  -1.15978155e-01  -2.41342577e-01  -4.84181962e-01   2.03828714e-01
  3.67037148e+00   0.00000000e+00   2.88194783e+00  -1.91883632e+00  -1.13769517e-01  -2.25328259e-01  -4.40060952e-01   1.92523999e-01
  3.74096185e+00   0.00000000e+00   2.82762961e+00  -1.93567410e+00  -1.11766890e-01  -2.10928761e-01  -4.01100479e-01   1.82097480e-01
  3.81290986e+00   0.00000000e+00   2.77440154e+00  -1.95225669e+00  -1.09952977e-01  -1.97863568e-01  -3.66457904e-01   1.72461255e-01
  3.88624160e+00   0.00000000e+00   2.72223762e+00  -1.96860540e+00  -1.08301168e-01  -1.85900203e-01  -3.35452096e-01   1.63521419e-01
  3.96098369e+00   0.00000000e+00   2.67111307e+00  -1.98473844e+00  -1.06775345e-01  -1.74844787e-01  -3.07529448e-01   1.55180041e-01
  4.03716326e+00   0.00000000e+00   2.62100407e+00  -2.00067194e+00  -1.05329893e-01  -1.64536215e-01  -2.82239680e-01   1.47337165e-01
  4.11480795e+00   0.00000000e+00   2.57188748e+00  -2.01642070e+00  -1.03910434e-01  -1.54842944e-01  -2.59218300e-01   1.39893442e-01
  4.19394595e+00   0.00000000e+00   2.52374057e+00  -2.03199873e+00  -1.02455698e-01  -1.45661478e-01  -2.38173367e-01   1.32753691e-01
  4.27460596e+00   0.00000000e+00   2.47654085e+00  -2.04741971e+00  -1.00900794e-01  -1.36915674e-01  -2.18874728e-01   1.25831360e-01
  4.35681726e+00   0.00000000e+00   2.43026583e+00  -2.06269724e+00  -9.91818550e-02  -1.28555955e-01  -2.01144312e-01   1.19053504e-01
  4.44060970e+00   0.00000000e+00   2.38489281e+00  -2.07784499e+00  -9.72416881e-02  -1.20557612e-01  -1.84846547e-01   1.12365554e-01
  4.52601367e+00   0.00000000e+00   2.34039873e+00  -2.09287679e+00  -9.50356633e-02  -1.12917606e-01  -1.69878494e-01   1.05734993e-01
  4.61306017e+00   0.00000000e+00   2.29675996e+00  -2.10780644e+00  -9.25368493e-02  -1.05649746e-01  -1.56159870e-01   9.91530275e-02
  4.70178079e+00   0.00000000e+00   2.25395213e+00  -2.12264748e+00  -8.97393883e-02  -9.87785885e-02  -1.43623636e-01   9.26337168e-02
  4.79220773e+00   0.00000000e+00   2.21195002e+00  -2.13741265e+00  -8.66594154e-02  -9.23329128e-02  -1.32208030e-01   8.62105036e-02
  4.88437381e+00   0.00000000e+00   2.17072748e+00  -2.15211323e+00  -8.33333623e-02  -8.63397988e-02  -1.21850856e-01   7.99307284e-02
  4.97831247e+00   0.00000000e+00   2.13025749e+00  -2.16675821e+00  -7.98140679e-02  -8.08202229e-02  -1.12486404e-01   7.38491084e-02
  5.07405780e+00   0.00000000e+00   2.09051233e+00  -2.18135333e+00  -7.61655461e-02  -7.57866916e-02  -1.04044848e-01   6.80213057e-02
  5.17164455e+00   0.00000000e+00   2.05146385e+00  -2.19590008e+00  -7.24574079e-02  -7.12429329e-02  -9.64535485e-02   6.24985261e-02
  5.27110814e+00   0.00000000e+00   2.01308389e+00  -2.21039462e+00  -6.87598141e-02  -6.71852531e-02  -8.96394092e-02   5.73237130e-02
  5.37248466e+00   0.00000000e+00   1.97534477e+00  -2.22482688e+00  -6.51395430e-02  -6.36049586e-02  -8.35315331e-02   5.25294938e-02
  5.47581091e+00   0.00000000e+00   1.93821984e+00  -2.23917958e+00  -6.16574384e-02  -6.04912420e-02  -7.80635730e-02   4.81377108e-02
  5.58112437e+00   0.00000000e+00   1.90168419e+00  -2.25342752e+00  -5.83672371e-02  -5.78340863e-02  -7.31754817e-02   4.41601893e-02
  5.68846328e+00   0.00000000e+00   1.86571539e+00  -2.26753694e+00  -5.53156189e-02  -5.56269501e-02  -6.88145955e-02   4.06003446e-02
  5.79786658e+00   0.00000000e+00   1.83029442e+00  -2.28146517e+00  -5.25432652e-02  -5.38691955e-02  -6.49361525e-02   3.74552720e-02
  5.90937397e+00   0.00000000e+00   1.79540668e+00  -2.29516062e+00  -5.00867292e-02  -5.25683730e-02  -6.15034295e-02   3.47180481e-02
  6.02302593e+00   0.00000000e+00   1.76104323e+00  -2.30856331e+00  -4.79809906e-02  -5.17425697e-02  -5.84876948e-02   3.23800724e-02
  6.13886371e+00   0.00000000e+00   1.72720213e+00  -2.32160599e+00  -4.62626658e-02  -5.14230851e-02  -5.58681566e-02   3.04333649e-02
  6.25692933e+00   0.00000000e+00   1.69388985e+00  -2.33421629e+00  -4.49739621e-02  -5.16577315e-02  -5.36320466e-02   2.88728174e-02
  6.37726564e+00   0.00000000e+00   1.66112251e+00  -2.34631997e+00  -4.41676039e-02  -5.25150858e-02  -5.17749549e-02   2.76984504e-02
  6.49991632e+00   0.00000000e+00   1.62892665e+00  -2.35784550e+00  -4.39131137e-02  -5.40900625e-02  -5.03015061e-02   2.69177794e-02
  6.62492588e+00   0.00000000e+00   1.59733912e+00  -2.36872984e+00  -4.43050217e-02  -5.65112328e-02  -4.92264708e-02   2.65484258e-02
  6.75233969e+00   0.00000000e+00   1.56640545e+00  -2.37892521e+00  -4.54737991e-02  -5.99503955e-02  -4.85764153e-02   2.66211376e-02
  6.88220398e+00   0.00000000e+00   1.53617662e+00  -2.38840586e+00  -4.76005704e-02  -6.46349941e-02  -4.83920236e-02   2.71834025e-02
  7.01456588e+00   0.00000000e+00   1.50670411e+00  -2.39717376e+00  -5.09369171e-02  -7.08640690e-02  -4.87312632e-02   2.83038227e-02
  7.14947343e+00   0.00000000e+00   1.47803393e+00  -2.40526195e+00  -5.58312186e-02  -7.90284855e-02  -4.96736221e-02   3.00773314e-02
  7.28697559e+00   0.00000000e+00   1.45020090e+00  -2.41273449e+00  -6.27626027e-02  -8.96361908e-02  -5.13257353e-02   3.26310382e-02
  7.42712225e+00   0.00000000e+00   1.42322457e+00  -2.41968297e+00  -7.23817606e-02  -1.03343323e-01  -5.38289517e-02   3.61297228e-02
  7.56996429e+00   0.00000000e+00   1.39710785e+00  -2.42622004e+00  -8.55525183e-02  -1.20992712e-01  -5.73700138e-02   4.07782208e-02
  7.71555353e+00   0.00000000e+00   1.37183850e+00  -2.43247124e+00  -1.03374854e-01  -1.43664244e-01  -6.21975239e-02   4.68141484e-02
  7.86394282e+00   0.00000000e+00   1.34739281e+00  -2.43856589e+00  -1.27140949e-01  -1.72749145e-01  -6.86496373e-02   5.44766986e-02
  8.01518600e+00   0.00000000e+00   1.32374000e+00  -2.44462703e+00  -1.58116987e-01  -2.10069408e-01  -7.72003371e-02   6.39221006e-02
  8.16933797e+00   0.00000000e+00   1.30084502e+00  -2.45075897e+00  -1.96937395e-01  -2.58033753e-01  -8.85180496e-02   7.50289198e-02
  8.32645466e+00   0.00000000e+00   1.27866498e+00  -2.45703134e+00  -2.42284287e-01  -3.19577866e-01  -1.03446731e-01   8.70089309e-02
  8.48659309e+00   0.00000000e+00   1.25712939e+00  -2.46346625e+00  -2.88881509e-01  -3.96848737e-01  -1.22574986e-01   9.78599904e-02
  8.64981139e+00   0.00000000e+00   1.23610471e+00  -2.47005933e+00  -3.27149239e-01  -4.87209938e-01  -1.44981766e-01   1.04410339e-01
